Rank,Ticker,Chart,hh,hl,trend_structure,trend_score,current_price,high_6m,low_6m,pct_from_6m_high,RVOL,Velocity %,momentum_score,sector,industry,market_cap,rev_growth_pct,earnings_growth_pct,profit_margin_pct,trailing_pe,forward_pe,analyst_rec,short_ratio,fund_score,rvol_score,composite
109,RSI,https://www.tradingview.com/symbols/RSI/,True,True,STRONG UPTREND,8,24.88,34.53,15.51,-27.9,1.41,121.4,2.4,Consumer Cyclical,Gambling,6076865536,46.3,-18.7,2.3,80.3,29.4,1.36,2.8,7,3.5,5.5
110,GBCI,https://www.tradingview.com/symbols/GBCI/,True,True,STRONG UPTREND,8,48.75,54.58,41.31,-10.7,0.99,22.5,1.0,Financial Services,Banks - Regional,6347832832,41.5,66.7,27.6,20.0,13.5,1.83,6.0,10,2.5,5.5
111,OPLN,https://www.tradingview.com/symbols/OPLN/,True,True,STRONG UPTREND,8,36.98,42.9,25.81,-13.8,1.17,97.0,1.9,Consumer Cyclical,Auto & Truck Dealerships,4541049856,15.1,113.3,9.7,,21.6,1.89,2.0,8,2.9,5.5
112,WAB,https://www.tradingview.com/symbols/WAB/,True,True,STRONG UPTREND,10,291.81,306.64,232.52,-4.8,0.7,25.7,1.0,Industrials,Railroads,49289875456,17.5,18.9,10.6,39.2,23.6,1.42,4.0,7,1.8,5.5
113,PSA,https://www.tradingview.com/symbols/PSA/,True,True,STRONG UPTREND,10,328.4,335.55,260.57,-2.1,0.72,29.6,1.0,Real Estate,REIT - Industrial,61327302656,3.3,45.1,41.6,31.4,35.7,2.52,6.8,7,1.8,5.5
114,USB,https://www.tradingview.com/symbols/USB/,True,True,STRONG UPTREND,10,63.94,65.02,49.38,-1.7,0.77,37.8,1.0,Financial Services,Banks - Regional,99601367040,10.4,21.6,29.9,12.8,11.0,1.87,,7,1.9,5.5
115,ALL,https://www.tradingview.com/symbols/ALL/,True,True,STRONG UPTREND,10,267.0,277.22,196.14,-3.7,1.01,51.9,1.0,Financial Services,Insurance - Property & Casualty,67513073664,11.8,61.2,19.0,5.3,9.9,2.4,0.1,6,2.5,5.5
116,ASX,https://www.tradingview.com/symbols/ASX/,True,True,STRONG UPTREND,8,37.39,45.27,20.26,-17.4,0.74,153.5,3.1,Technology,Semiconductors,82213707776,26.7,171.0,8.5,46.7,20.3,1.0,0.8,8,1.9,5.5
117,V,https://www.tradingview.com/symbols/V/,True,True,STRONG UPTREND,10,362.5,373.97,293.28,-3.1,0.69,33.7,1.0,Financial Services,Credit Services,676804624384,14.4,10.2,50.8,30.9,24.2,1.38,2.4,7,1.7,5.5
118,CXW,https://www.tradingview.com/symbols/CXW/,True,True,STRONG UPTREND,8,32.27,34.0,15.74,-5.1,1.16,137.0,2.7,Industrials,Security & Protection Services,3191130880,27.3,5.7,5.1,26.2,14.2,1.0,1.4,7,2.9,5.5
119,TFC,https://www.tradingview.com/symbols/TFC/,True,True,STRONG UPTREND,10,52.35,54.62,42.68,-4.1,0.72,16.2,1.0,Financial Services,Banks - Regional,63952130048,8.2,36.7,30.7,12.0,10.5,2.67,2.9,7,1.8,5.5
120,CDP,https://www.tradingview.com/symbols/CDP/,True,True,STRONG UPTREND,10,37.14,38.9,29.98,-4.5,0.77,43.0,1.0,Real Estate,REIT - Office,4302462976,3.9,19.2,20.8,25.8,25.4,1.75,5.7,7,1.9,5.5
121,RGA,https://www.tradingview.com/symbols/RGA/,True,True,STRONG UPTREND,10,246.33,248.12,195.1,-0.7,1.02,21.7,1.0,Financial Services,Insurance - Reinsurance,16137858048,23.5,16.6,4.9,13.4,8.4,2.2,2.8,6,2.5,5.5
122,SUN,https://www.tradingview.com/symbols/SUN/,True,True,STRONG UPTREND,8,70.57,78.11,54.27,-9.7,1.22,37.9,1.0,Energy,Oil & Gas Refining & Marketing,13296312320,164.5,185.0,2.9,15.6,21.8,1.43,5.3,9,3.0,5.5
123,MD,https://www.tradingview.com/symbols/MD/,True,True,STRONG UPTREND,10,27.08,27.94,17.23,-3.1,1.37,62.6,1.3,Healthcare,Medical Care Facilities,2200338688,4.0,6.5,9.0,13.0,11.1,2.43,5.4,5,3.4,5.5
124,PRI,https://www.tradingview.com/symbols/PRI/,True,True,STRONG UPTREND,10,321.38,327.28,228.06,-1.8,1.07,48.9,1.0,Financial Services,Insurance - Life,10021916672,8.7,19.5,22.8,12.9,12.0,2.25,5.4,6,2.7,5.5
125,HRB,https://www.tradingview.com/symbols/HRB/,True,True,STRONG UPTREND,10,46.19,47.33,27.48,-2.4,1.11,86.4,1.7,Consumer Cyclical,Personal Services,5855053824,5.3,24.2,18.9,8.3,7.9,3.2,8.6,5,2.8,5.5
126,DINO,https://www.tradingview.com/symbols/DINO/,True,True,STRONG UPTREND,8,81.41,94.22,46.21,-13.6,1.21,106.0,2.1,Energy,Oil & Gas Refining & Marketing,14473383936,53.2,348.2,6.1,7.8,9.0,2.56,3.2,8,3.0,5.5
127,S,https://www.tradingview.com/symbols/S/,True,True,STRONG UPTREND,10,21.4,21.5,11.81,-0.5,0.72,85.3,1.7,Technology,Software - Infrastructure,7335999488,20.8,,-30.4,,43.4,1.86,3.0,6,1.8,5.5
128,BHP,https://www.tradingview.com/symbols/BHP/,True,True,STRONG UPTREND,10,90.41,93.83,64.53,-3.6,0.97,41.2,1.0,Basic Materials,Other Industrial Metals & Mining,229672615936,10.8,27.5,19.0,22.4,18.6,3.12,5.8,6,2.4,5.4
129,AFG,https://www.tradingview.com/symbols/AFG/,True,True,STRONG UPTREND,10,145.59,148.05,121.7,-1.7,0.88,25.9,1.0,Financial Services,Insurance - Property & Casualty,12096501760,5.5,43.3,11.8,12.7,12.1,2.43,3.2,6,2.2,5.4
130,RVTY,https://www.tradingview.com/symbols/RVTY/,True,True,STRONG UPTREND,10,114.66,117.37,81.17,-2.3,1.25,47.6,1.0,Healthcare,Diagnostics & Research,12791444480,1.3,1.1,8.2,55.1,19.5,2.29,5.1,5,3.1,5.4
131,LNC,https://www.tradingview.com/symbols/LNC/,True,True,STRONG UPTREND,10,46.03,47.67,31.4,-3.4,0.95,37.1,1.0,Financial Services,Insurance - Life,8812320768,12.6,76.8,12.2,3.9,5.4,2.54,0.1,6,2.4,5.4
132,CHE,https://www.tradingview.com/symbols/CHE/,True,True,STRONG UPTREND,10,552.72,552.72,364.71,0.0,0.87,47.6,1.0,Healthcare,Medical Care Facilities,7224028672,8.8,43.7,10.6,27.8,20.1,2.5,2.8,6,2.2,5.4
133,MATX,https://www.tradingview.com/symbols/MATX/,True,True,STRONG UPTREND,8,206.77,230.31,143.09,-10.2,1.31,66.8,1.3,Industrials,Marine Shipping,6183138304,16.7,46.2,13.4,13.9,12.4,1.33,2.7,8,3.3,5.4
134,IRT,https://www.tradingview.com/symbols/IRT/,True,True,STRONG UPTREND,10,17.26,17.7,14.44,-2.5,1.37,16.4,1.0,Real Estate,REIT - Residential,4171504128,3.0,-66.7,6.4,95.9,107.9,1.64,3.3,5,3.4,5.4
135,CVSA,https://www.tradingview.com/symbols/CVSA/,True,True,STRONG UPTREND,10,140.98,141.91,90.47,-0.7,1.16,54.7,1.1,Consumer Defensive,Education & Training Services,4797674496,4.5,-24.6,12.3,20.5,14.1,1.25,4.3,5,2.9,5.4
136,NET,https://www.tradingview.com/symbols/NET/,True,True,STRONG UPTREND,8,300.27,324.73,158.83,-7.5,1.45,88.5,1.8,Technology,Software - Infrastructure,106577698816,33.5,,-3.7,,181.3,1.88,3.0,7,3.6,5.4
137,TRV,https://www.tradingview.com/symbols/TRV/,True,True,STRONG UPTREND,10,384.31,398.7,283.47,-3.6,0.84,44.1,1.0,Financial Services,Insurance - Property & Casualty,80157466624,0.3,57.1,17.0,10.3,12.7,2.97,3.1,6,2.1,5.4
138,BE,https://www.tradingview.com/symbols/BE/,True,True,STRONG UPTREND,8,219.34,351.28,116.5,-37.6,1.07,127.6,2.6,Industrials,Electrical Equipment & Parts,64601628672,165.5,,7.9,281.2,44.8,2.24,1.3,7,2.7,5.4
139,ING,https://www.tradingview.com/symbols/ING/,True,True,STRONG UPTREND,10,35.68,36.24,23.9,-1.5,0.94,56.3,1.1,Financial Services,Banks - Diversified,101958074368,11.1,22.1,34.5,13.4,11.2,3.0,0.2,6,2.3,5.4
140,VAC,https://www.tradingview.com/symbols/VAC/,True,True,STRONG UPTREND,8,123.47,131.04,51.35,-5.8,1.57,132.4,2.6,Consumer Cyclical,Resorts & Casinos,4240338176,57.3,19.5,-9.6,,13.8,2.27,5.8,6,3.9,5.4
141,PFS,https://www.tradingview.com/symbols/PFS/,True,True,STRONG UPTREND,10,24.46,25.49,19.67,-4.0,0.9,29.7,1.0,Financial Services,Banks - Regional,3190147584,3.8,9.0,35.0,10.2,9.4,2.0,5.2,6,2.2,5.4
142,CNI,https://www.tradingview.com/symbols/CNI/,True,True,STRONG UPTREND,10,126.6,131.55,97.45,-3.8,0.89,46.0,1.0,Industrials,Railroads,76580331520,11.3,10.2,26.9,22.9,19.7,2.27,2.0,6,2.2,5.4
143,PLD,https://www.tradingview.com/symbols/PLD/,True,True,STRONG UPTREND,8,140.16,153.35,126.37,-8.6,1.91,17.3,1.0,Real Estate,REIT - Industrial,133830565888,12.3,85.3,43.6,31.2,41.2,2.0,3.3,7,4.8,5.4
144,WELL,https://www.tradingview.com/symbols/WELL/,True,True,STRONG UPTREND,8,236.92,255.2,192.0,-7.2,1.02,34.9,1.0,Real Estate,REIT - Healthcare Facilities,170717921280,39.1,35.6,12.1,106.7,72.3,1.73,5.3,9,2.5,5.4
145,CM,https://www.tradingview.com/symbols/CM/,True,True,STRONG UPTREND,10,118.7,122.5,90.66,-3.1,0.53,51.6,1.0,Financial Services,Banks - Diversified,108349440000,15.3,24.0,34.0,16.6,14.9,2.46,6.4,7,1.3,5.4
146,ETN,https://www.tradingview.com/symbols/ETN/,True,True,STRONG UPTREND,10,448.68,457.78,336.27,-2.0,0.97,29.3,1.0,Industrials,Specialty Industrial Machinery,174267301888,21.4,-15.9,12.8,45.7,28.0,1.56,3.4,6,2.4,5.4
147,CFR,https://www.tradingview.com/symbols/CFR/,True,True,STRONG UPTREND,10,164.5,170.29,127.68,-3.4,0.98,37.3,1.0,Financial Services,Banks - Regional,10223474688,6.1,12.8,30.2,15.5,14.0,2.8,0.0,6,2.5,5.4
148,RAMP,https://www.tradingview.com/symbols/RAMP/,True,True,STRONG UPTREND,10,37.81,38.23,22.69,-1.1,0.42,105.1,2.1,Technology,Software - Infrastructure,2298658304,9.8,136.6,18.7,15.8,11.6,,3.5,6,1.1,5.4
149,CNO,https://www.tradingview.com/symbols/CNO/,True,True,STRONG UPTREND,10,55.16,57.59,38.85,-4.2,0.78,68.5,1.4,Financial Services,Insurance - Life,5113166336,11.6,46.2,6.0,19.0,11.1,3.0,0.0,6,2.0,5.4
150,CUBE,https://www.tradingview.com/symbols/CUBE/,True,True,STRONG UPTREND,10,41.77,43.26,34.71,-3.4,0.89,22.8,1.0,Real Estate,REIT - Industrial,9454929920,1.5,8.3,29.3,28.4,27.5,2.33,4.4,6,2.2,5.4
151,RJF,https://www.tradingview.com/symbols/RJF/,True,True,STRONG UPTREND,10,176.56,182.73,138.33,-3.4,0.56,25.5,1.0,Financial Services,Asset Management,33917175808,15.1,42.0,15.1,15.4,12.5,2.43,6.0,7,1.4,5.4
152,LTH,https://www.tradingview.com/symbols/LTH/,True,True,STRONG UPTREND,8,43.81,47.24,25.2,-7.3,0.91,117.5,2.4,Consumer Cyclical,Leisure,9789868032,13.7,40.6,13.0,23.9,21.6,1.14,3.3,7,2.3,5.3
153,HWM,https://www.tradingview.com/symbols/HWM/,True,True,STRONG UPTREND,8,281.88,310.0,220.28,-9.1,0.85,33.8,1.0,Industrials,Aerospace & Defense,112782303232,24.1,33.0,20.5,60.8,46.1,1.45,2.3,9,2.1,5.3
154,UBS,https://www.tradingview.com/symbols/UBS/,True,True,STRONG UPTREND,10,53.76,55.15,35.38,-2.5,0.81,78.9,1.6,Financial Services,Banks - Diversified,176214802432,14.6,20.6,17.9,34.0,13.2,2.33,3.3,5,2.0,5.3
155,STM,https://www.tradingview.com/symbols/STM/,True,True,STRONG UPTREND,8,56.1,81.33,30.26,-31.0,0.7,185.0,3.7,Technology,Semiconductors,50022756352,26.1,,3.6,110.0,22.0,2.0,1.1,6,1.8,5.3
156,BNL,https://www.tradingview.com/symbols/BNL/,True,True,STRONG UPTREND,8,20.93,23.1,17.85,-9.4,1.4,39.6,1.0,Real Estate,REIT - Diversified,4189955328,8.3,95.7,30.6,27.5,25.6,1.82,5.6,8,3.5,5.3
157,TREX,https://www.tradingview.com/symbols/TREX/,True,True,STRONG UPTREND,10,49.17,50.62,35.11,-2.9,1.48,38.8,1.0,Industrials,Building Products & Equipment,5008711168,7.8,-15.2,14.7,28.9,24.4,2.05,5.8,4,3.7,5.3
158,SLF,https://www.tradingview.com/symbols/SLF/,True,True,STRONG UPTREND,10,81.91,84.38,60.61,-2.9,1.26,63.8,1.3,Financial Services,Insurance - Diversified,45402697728,0.2,-48.4,8.8,21.4,13.4,2.33,5.1,4,3.1,5.3
159,MPC,https://www.tradingview.com/symbols/MPC/,True,True,STRONG UPTREND,8,298.2,326.92,189.6,-8.8,0.93,84.1,1.7,Energy,Oil & Gas Refining & Marketing,83741949952,53.7,348.0,5.5,10.3,10.7,2.21,2.6,8,2.3,5.3
160,VLO,https://www.tradingview.com/symbols/VLO/,True,True,STRONG UPTREND,8,298.31,319.01,192.91,-6.5,1.0,77.0,1.5,Energy,Oil & Gas Refining & Marketing,85891637248,51.7,453.5,5.4,12.4,10.8,2.3,3.2,8,2.5,5.3
161,SLG,https://www.tradingview.com/symbols/SLG/,True,True,STRONG UPTREND,10,56.36,57.04,33.77,-1.2,0.79,90.0,1.8,Real Estate,REIT - Office,4324552192,27.3,,-16.7,,-32.3,2.44,9.3,5,2.0,5.3
162,LYG,https://www.tradingview.com/symbols/LYG/,True,True,STRONG UPTREND,10,6.28,6.32,4.69,-0.6,0.73,31.4,1.0,Financial Services,Banks - Regional,91332780032,12.3,17.7,26.4,14.6,9.9,3.0,0.1,6,1.8,5.3
163,DK,https://www.tradingview.com/symbols/DK/,True,True,STRONG UPTREND,8,58.46,68.67,31.78,-14.9,1.19,108.9,2.2,Energy,Oil & Gas Refining & Marketing,3579632896,47.8,,1.9,15.9,22.1,2.17,5.0,7,3.0,5.3
164,OGN,https://www.tradingview.com/symbols/OGN/,True,True,STRONG UPTREND,10,13.6,13.61,5.68,-0.1,0.76,192.6,3.9,Healthcare,Drug Manufacturers - General,3571488512,-2.3,-28.3,3.4,17.4,3.7,3.2,6.5,2,1.9,5.3
165,AIN,https://www.tradingview.com/symbols/AIN/,True,True,STRONG UPTREND,8,62.71,77.0,48.36,-18.6,2.28,73.2,1.5,Consumer Cyclical,Textile Manufacturing,1779154688,5.8,98.8,-4.2,,19.8,3.25,2.8,5,5.7,5.3
166,CVS,https://www.tradingview.com/symbols/CVS/,True,True,STRONG UPTREND,8,95.7,110.0,68.48,-13.0,1.3,92.6,1.9,Healthcare,Healthcare Plans,122397458432,7.1,188.8,1.2,25.3,11.3,1.44,2.5,7,3.2,5.3
167,GS,https://www.tradingview.com/symbols/GS/,True,True,STRONG UPTREND,8,1039.61,1153.99,777.08,-9.9,0.8,57.4,1.1,Financial Services,Capital Markets,302704689152,42.5,92.3,31.0,16.1,14.0,2.6,2.8,9,2.0,5.3
168,AYI,https://www.tradingview.com/symbols/AYI/,True,True,STRONG UPTREND,10,359.58,378.43,256.71,-5.0,0.75,40.0,1.0,Industrials,Electrical Equipment & Parts,10764223488,1.6,46.2,10.3,23.9,16.6,2.12,2.9,6,1.9,5.3
169,JEF,https://www.tradingview.com/symbols/JEF/,True,True,STRONG UPTREND,8,56.62,63.98,35.26,-11.5,0.85,60.0,1.2,Financial Services,Capital Markets,11516054528,35.0,159.8,23.0,15.8,12.5,,1.7,9,2.1,5.3
170,ATEN,https://www.tradingview.com/symbols/ATEN/,True,True,STRONG UPTREND,8,26.84,38.49,18.68,-30.3,1.29,131.5,2.6,Technology,Software - Infrastructure,1932431104,15.5,-14.3,13.9,46.3,22.7,1.83,5.1,6,3.2,5.3
171,IFF,https://www.tradingview.com/symbols/IFF/,True,True,STRONG UPTREND,10,85.89,89.32,64.76,-3.8,1.05,13.7,1.0,Basic Materials,Specialty Chemicals,21914830848,1.8,-91.6,2.6,,21.5,1.8,7.3,5,2.6,5.3
172,ASB,https://www.tradingview.com/symbols/ASB/,True,True,STRONG UPTREND,10,31.28,32.0,23.66,-2.2,0.67,42.5,1.0,Financial Services,Banks - Regional,5907217408,23.5,-3.1,32.5,10.9,9.4,2.33,,6,1.7,5.3
173,ALH,https://www.tradingview.com/symbols/ALH/,True,True,STRONG UPTREND,10,27.77,28.23,18.64,-1.6,0.74,47.5,1.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances",5515362304,9.6,180.0,8.1,39.1,19.0,,5.2,6,1.9,5.3
174,SXT,https://www.tradingview.com/symbols/SXT/,True,True,STRONG UPTREND,10,129.87,132.33,82.04,-1.9,0.49,74.8,1.5,Basic Materials,Specialty Chemicals,5527632384,11.6,36.4,9.3,35.0,26.5,2.0,2.1,6,1.2,5.3
175,CHT,https://www.tradingview.com/symbols/CHT/,True,True,STRONG UPTREND,10,42.52,44.72,37.79,-4.9,1.15,10.4,1.0,Communication Services,Telecom Services,32984662016,8.2,5.4,16.1,27.4,27.1,,5.0,5,2.9,5.3
176,EPR,https://www.tradingview.com/symbols/EPR/,True,True,STRONG UPTREND,10,62.2,64.66,47.06,-3.8,1.18,29.7,1.0,Real Estate,REIT - Specialty,4765074944,10.6,-13.2,35.6,19.9,20.0,2.67,12.2,5,2.9,5.3
177,IVZ,https://www.tradingview.com/symbols/IVZ/,True,True,STRONG UPTREND,10,31.58,32.55,21.65,-3.0,1.01,46.4,1.0,Financial Services,Asset Management,13942569984,20.5,,-0.9,,9.8,2.46,3.6,5,2.5,5.3
178,M,https://www.tradingview.com/symbols/M/,True,True,STRONG UPTREND,10,25.4,26.59,16.56,-4.5,0.64,66.2,1.3,Consumer Cyclical,Department Stores,6681163776,2.1,76.9,2.9,10.5,10.9,,5.3,6,1.6,5.3
179,RRX,https://www.tradingview.com/symbols/RRX/,True,True,STRONG UPTREND,8,178.0,247.8,172.33,-28.2,1.79,6.8,1.0,Industrials,Specialty Industrial Machinery,11849383936,4.2,47.1,5.3,36.7,13.5,1.27,2.4,7,4.5,5.3
180,FNB,https://www.tradingview.com/symbols/FNB/,True,True,STRONG UPTREND,10,18.97,19.59,15.5,-3.2,0.72,28.4,1.0,Financial Services,Banks - Regional,6752635392,6.9,16.8,34.6,11.3,10.1,,6.0,6,1.8,5.3
181,JAN,https://www.tradingview.com/symbols/JAN/,True,True,STRONG UPTREND,8,30.47,32.83,22.58,-7.2,1.54,73.8,1.5,Real Estate,REIT - Residential,6580697088,34.5,,-0.0,,106.1,1.67,2.6,7,3.9,5.3
182,ESNT,https://www.tradingview.com/symbols/ESNT/,True,True,STRONG UPTREND,10,68.72,69.99,55.34,-1.8,0.69,19.6,1.0,Financial Services,Insurance - Specialty,6332744704,5.8,7.7,53.6,9.8,8.8,2.29,2.7,6,1.7,5.3
183,OFG,https://www.tradingview.com/symbols/OFG/,True,True,STRONG UPTREND,10,52.3,53.82,36.98,-2.8,0.62,63.3,1.3,Financial Services,Banks - Regional,2210459392,10.4,20.9,33.9,10.3,10.4,,3.8,6,1.6,5.3
184,UNM,https://www.tradingview.com/symbols/UNM/,True,True,STRONG UPTREND,10,90.56,92.68,68.21,-2.3,1.02,58.3,1.2,Financial Services,Insurance - Life,14335647744,0.3,-16.2,5.3,21.0,9.5,1.77,1.8,5,2.5,5.3
185,PNFP,https://www.tradingview.com/symbols/PNFP/,True,True,STRONG UPTREND,8,104.68,110.33,80.67,-5.1,0.82,30.5,1.0,Financial Services,Banks - Regional,15818471424,137.0,3.5,24.9,14.4,9.1,1.7,4.5,9,2.0,5.3
186,HG,https://www.tradingview.com/symbols/HG/,True,True,STRONG UPTREND,10,35.91,37.31,26.94,-3.8,0.87,46.0,1.0,Financial Services,Insurance - Reinsurance,3564282880,-2.2,70.1,21.7,5.9,7.6,,3.4,5,2.2,5.2
187,NP,https://www.tradingview.com/symbols/NP/,True,True,STRONG UPTREND,8,32.02,35.15,14.78,-8.9,0.53,102.2,2.0,Financial Services,Insurance Brokers,4394203648,32.8,,21.5,152.5,47.5,2.08,2.1,8,1.3,5.2
188,MCO,https://www.tradingview.com/symbols/MCO/,True,True,STRONG UPTREND,8,477.75,523.31,400.46,-8.7,0.67,21.3,1.0,Financial Services,Financial Data & Stock Exchanges,82737217536,15.1,56.7,34.3,30.3,25.3,1.75,3.1,9,1.7,5.2
189,JCI,https://www.tradingview.com/symbols/JCI/,True,True,STRONG UPTREND,10,152.21,157.06,125.56,-3.1,0.88,13.9,1.0,Industrials,Building Products & Equipment,92199911424,9.3,15.3,14.3,42.9,25.3,2.1,1.9,5,2.2,5.2
190,TT,https://www.tradingview.com/symbols/TT/,True,True,STRONG UPTREND,10,482.31,505.87,402.23,-4.7,0.85,17.2,1.0,Industrials,Building Products & Equipment,106119380992,10.6,7.1,13.3,36.0,27.6,2.04,3.3,5,2.1,5.2
191,SUNC,https://www.tradingview.com/symbols/SUNC/,True,True,STRONG UPTREND,8,70.61,77.57,52.21,-9.0,1.02,58.5,1.2,Energy,Oil & Gas Midstream,3637629440,106.4,,1.2,7.2,7.5,1.25,3.8,8,2.5,5.2
192,YETI,https://www.tradingview.com/symbols/YETI/,True,True,STRONG UPTREND,10,52.2,53.99,34.9,-3.3,0.83,54.2,1.1,Consumer Cyclical,Leisure,3954584320,8.3,-35.0,8.4,26.6,15.7,1.88,7.6,5,2.1,5.2
193,RXO,https://www.tradingview.com/symbols/RXO/,True,True,STRONG UPTREND,8,21.7,29.9,11.18,-27.4,1.11,158.8,3.2,Industrials,Trucking,3578770944,25.0,,-1.7,,36.8,2.71,8.3,5,2.8,5.2
194,CUZ,https://www.tradingview.com/symbols/CUZ/,True,True,STRONG UPTREND,8,29.62,32.95,20.52,-10.1,1.09,85.3,1.7,Real Estate,REIT - Office,4875513344,11.6,84.4,0.6,740.5,74.0,1.36,6.5,7,2.7,5.2
195,FRO,https://www.tradingview.com/symbols/FRO/,True,True,STRONG UPTREND,8,39.74,43.1,26.64,-7.8,0.69,51.4,1.0,Energy,Oil & Gas Midstream,8847034368,66.9,1579.7,40.2,9.8,10.7,2.0,2.1,9,1.7,5.2
196,THG,https://www.tradingview.com/symbols/THG/,True,True,STRONG UPTREND,10,229.08,236.07,167.45,-3.0,0.76,62.3,1.2,Financial Services,Insurance - Property & Casualty,7976615936,4.3,24.9,11.2,11.0,11.8,2.62,3.4,5,1.9,5.2
197,SGHC,https://www.tradingview.com/symbols/SGHC/,True,True,STRONG UPTREND,8,13.05,15.86,8.39,-17.7,1.02,93.8,1.9,Consumer Cyclical,Gambling,6630402560,18.1,,15.1,18.1,14.8,1.25,6.2,7,2.5,5.2
198,ESI,https://www.tradingview.com/symbols/ESI/,True,True,STRONG UPTREND,8,37.88,49.25,29.4,-23.1,0.68,51.9,1.0,Basic Materials,Specialty Chemicals,9231011840,56.4,61.9,5.7,51.2,18.2,1.62,1.5,9,1.7,5.2
199,PRM,https://www.tradingview.com/symbols/PRM/,True,True,STRONG UPTREND,8,35.26,38.17,20.38,-7.6,1.15,96.1,1.9,Basic Materials,Specialty Chemicals,5771600896,31.5,,-44.9,,19.5,1.75,2.5,7,2.9,5.2
200,OUT,https://www.tradingview.com/symbols/OUT/,True,True,STRONG UPTREND,8,31.21,34.63,24.29,-9.9,1.51,55.0,1.1,Real Estate,REIT - Specialty,5494941696,13.5,340.0,12.7,22.5,21.4,1.71,3.2,7,3.8,5.2
201,SNA,https://www.tradingview.com/symbols/SNA/,True,True,STRONG UPTREND,10,416.35,423.02,352.56,-1.6,1.0,22.1,1.0,Industrials,Tools & Accessories,21536587776,4.2,5.1,19.6,21.2,19.5,2.55,8.0,5,2.5,5.2
202,FTV,https://www.tradingview.com/symbols/FTV/,True,True,STRONG UPTREND,10,61.71,64.56,53.43,-4.4,0.81,18.7,1.0,Technology,Scientific & Technical Instruments,18637471744,7.9,4.0,12.4,32.7,19.0,2.73,4.8,5,2.0,5.2
203,AGM,https://www.tradingview.com/symbols/AGM/,True,True,STRONG UPTREND,8,235.54,248.29,135.37,-5.1,0.84,77.1,1.5,Financial Services,Credit Services,2556365056,24.9,20.8,56.0,12.9,10.2,1.5,0.4,8,2.1,5.2
204,CTOS,https://www.tradingview.com/symbols/CTOS/,True,True,STRONG UPTREND,8,10.42,12.23,5.5,-14.8,1.21,126.5,2.5,Industrials,Rental & Leasing Services,2370607616,10.2,,1.1,115.8,35.1,1.33,2.9,6,3.0,5.2
205,NTB,https://www.tradingview.com/symbols/NTB/,True,True,STRONG UPTREND,10,62.32,62.54,48.25,-0.4,0.86,45.5,1.0,Financial Services,Banks - Diversified,2450839296,8.2,-7.2,37.5,11.0,8.6,2.25,3.0,5,2.1,5.2
206,FDS,https://www.tradingview.com/symbols/FDS/,True,True,STRONG UPTREND,10,285.57,295.58,183.16,-3.4,0.76,57.0,1.1,Financial Services,Financial Data & Stock Exchanges,10156452864,6.4,-9.6,23.2,18.8,14.5,3.33,5.0,5,1.9,5.2
207,UHAL,https://www.tradingview.com/symbols/UHAL/,True,True,STRONG UPTREND,10,75.27,76.45,41.95,-1.5,0.85,96.0,1.9,Industrials,Rental & Leasing Services,14714848256,3.2,-13.5,1.0,537.6,35.5,,5.8,4,2.1,5.2
208,TDC,https://www.tradingview.com/symbols/TDC/,True,True,STRONG UPTREND,8,27.39,41.78,23.86,-34.4,1.56,28.0,1.0,Technology,Software - Infrastructure,2547269888,0.5,433.3,27.1,5.8,9.4,2.75,4.6,7,3.9,5.2
209,CBZ,https://www.tradingview.com/symbols/CBZ/,True,True,STRONG UPTREND,10,54.5,55.56,24.29,-1.9,1.53,105.6,2.1,Industrials,Specialty Business Services,2957381376,-0.2,-53.0,4.4,26.2,12.8,2.0,4.3,2,3.8,5.2
210,MS,https://www.tradingview.com/symbols/MS/,True,True,STRONG UPTREND,8,216.33,230.98,151.15,-6.3,0.9,74.4,1.5,Financial Services,Capital Markets,340070760448,28.0,62.4,25.9,17.5,15.9,2.32,,8,2.2,5.2
211,GM,https://www.tradingview.com/symbols/GM/,True,True,STRONG UPTREND,10,87.58,91.85,70.28,-4.6,0.64,16.1,1.0,Consumer Cyclical,Auto Manufacturers,79211864064,1.9,-26.2,1.1,39.1,6.0,1.79,3.0,5,1.6,5.1
212,CI,https://www.tradingview.com/symbols/CI/,True,True,STRONG UPTREND,8,282.49,305.44,256.36,-7.5,1.62,10.9,1.0,Healthcare,Healthcare Plans,74645291008,6.7,10.2,2.3,11.7,8.4,1.67,3.9,6,4.1,5.1
213,MOG-A,https://www.tradingview.com/symbols/MOG-A/,True,True,STRONG UPTREND,8,403.11,430.52,282.24,-6.4,0.79,68.1,1.4,Industrials,Aerospace & Defense,12766963712,15.2,159.0,8.7,34.3,34.2,1.8,1.5,8,2.0,5.1
214,AMP,https://www.tradingview.com/symbols/AMP/,True,True,STRONG UPTREND,10,551.98,565.05,419.52,-2.3,0.64,27.7,1.0,Financial Services,Asset Management,48758165504,11.6,11.7,19.9,13.3,10.7,2.5,4.1,5,1.6,5.1
215,EGP,https://www.tradingview.com/symbols/EGP/,True,True,STRONG UPTREND,8,202.74,226.71,178.55,-10.6,1.21,29.9,1.0,Real Estate,REIT - Industrial,10902002688,9.1,16.7,40.6,35.6,36.5,1.8,5.9,7,3.0,5.1
